1,18:45,19:35,3,1,3,14,1,now(),now()
2,19:35,20:25,2,1,2,14,1,now(),now()
3,20:35,21:25,12,1,2,14,1,now(),now()
4,21:25,22:15,10,1,2,14,1,now(),now()
5,22:15,23:05,10,1,2,14,1,now(),now()
7,19:35,20:25,2,2,3,14,1,now(),now()
8,20:35,21:25,12,2,3,14,1,now(),now()
6,18:45,19:35,3,2,3,14,1,now(),now()
9,21:25,22:15,10,2,2,14,1,now(),now()
10,22:15,23:05,10,2,3,14,1,now(),now()
11,18:45,19:35,3,3,3,14,1,now(),now()
12,19:35,20:25,2,3,3,14,1,now(),now()
13,20:35,21:25,12,3,3,14,1,now(),now()
14,21:25,22:15,10,3,2,14,1,now(),now()
15,22:15,23:05,10,3,3,14,1,now(),now()
16,18:45,19:35,3,4,3,14,1,now(),now()
17,19:35,20:25,2,4,3,14,1,now(),now()
18,20:35,21:25,12,4,3,14,1,now(),now()
19,21:25,22:15,10,4,2,14,1,now(),now()
20,22:15,23:05,10,4,3,14,1,now(),now()
21,18:45,19:35,10,5,3,14,1,now(),now()
22,19:35,20:25,10,5,3,14,1,now(),now()
23,20:35,21:25,10,5,3,14,1,now(),now()
24,21:25,22:15,10,5,2,14,1,now(),now()
25,22:15,23:05,10,5,3,14,1,now(),now()
